,random Return Against random,Order
9534,-2.0,1
9535,-2.0,1
9536,4.0,1
9537,-3.0,1
9538,-3.0,1
9539,4.0,1
9540,-3.0,1
9541,4.0,1
9542,-2.0,1
9543,-4.0,1
9544,-1.0,1
9545,-2.0,1
9546,-4.0,1
9547,-4.0,1
9548,-2.0,1
9549,4.0,1
9550,0,1
9551,-4.0,1
9552,-5.0,1
9553,2.0,1
9554,-4.0,1
9555,-2.0,1
9556,0,1
9557,-2.0,1
9558,-1.0,1
9559,-4.0,1
9560,-3.0,1
9561,-2.0,1
9562,-6.0,1
9563,-1.0,1
9564,-2.0,1
9565,0,1
9566,-4.0,1
9567,-7.0,1
9568,-2.0,1
9569,-7.0,1
9570,0,1
9571,0,1
9572,-2.0,1
9573,4.0,1
9574,-2.0,1
9575,2.0,1
9576,4.0,1
9577,-2.0,1
9578,-5.0,1
9579,-2.0,1
9580,0,1
9581,-4.0,1
9582,0,1
9583,-2.0,1
9584,0,1
9585,0,1
9586,-2.0,1
9587,-2.0,1
9588,2.0,1
9589,-3.0,1
9590,0,1
9591,0,1
9592,0,1
9593,0,1
9594,0,1
9595,-2.0,1
9596,0,1
9597,-2.0,1
9598,4.0,1
9599,-4.0,1
9600,-2.0,1
9601,0,1
9602,0,1
9603,0,1
9604,0,1
9605,-4.0,1
9606,-4.0,1
9607,0,1
9608,0,1
9609,-2.0,1
9610,0,1
9611,0,1
9612,0,1
9613,4.0,1
9614,-2.0,1
9615,0,1
9616,0,1
9617,-2.0,1
9618,0,1
9619,0,1
9620,-2.0,1
9621,-1.0,1
9622,-3.0,1
9623,4.0,1
9624,2.0,1
9625,-2.0,1
9626,0,1
9627,-4.0,1
9628,4.0,1
9629,-3.0,1
9630,-2.0,1
9631,4.0,1
9632,0,1
9633,-6.0,1
9634,-4.0,1
9635,-3.0,1
9636,-4.0,1
9637,0,1
9638,-4.0,1
9639,-3.0,1
9640,-3.0,1
9641,-2.0,1
9642,0,1
9643,-6.0,1
9644,-2.0,1
9645,4.0,1
9646,2.0,1
9647,0,1
9648,-2.0,1
9649,0,1
9650,4.0,1
9651,-2.0,1
9652,4.0,1
9653,4.0,1
9654,0,1
9655,2.0,1
9656,-4.0,1
9657,-3.0,1
9658,-2.0,1
9659,0,1
9660,-2.0,1
9661,-2.0,1
9662,2.0,1
9663,4.0,1
9664,-2.0,1
9665,-4.0,1
9666,-2.0,1
9667,-2.0,1
9668,-1.0,1
9669,4.0,1
9670,-4.0,1
9671,-4.0,1
9672,-4.0,1
9673,-3.0,1
9674,-4.0,1
9675,-2.0,1
9676,0,1
9677,0,1
9678,-4.0,1
9679,0,1
9680,0,1
9681,-4.0,1
9682,-3.0,1
9683,0,1
9684,0,1
9685,-1.0,1
9686,0,1
9687,2.0,1
9688,-3.0,1
9689,-4.0,1
9690,-4.0,1
9691,-7.0,1
9692,0,1
9693,-1.0,1
9694,-4.0,1
9695,-4.0,1
9696,-2.0,1
9697,-1.0,1
9698,-4.0,1
9699,-1.0,1
9700,-2.0,1
9701,-5.0,1
9702,0,1
9703,4.0,1
9704,-2.0,1
9705,-6.0,1
9706,0,1
9707,0,1
9708,-4.0,1
9709,-3.0,1
9710,2.0,1
9711,-1.0,1
9712,2.0,1
9713,0,1
9714,0,1
9715,-4.0,1
9716,-2.0,1
9717,-4.0,1
9718,2.0,1
9719,2.0,1
9720,-7.0,1
9721,0,1
9722,0,1
9723,-4.0,1
9724,-1.0,1
9725,-4.0,1
9726,0,1
9727,-4.0,1
9728,0,1
9729,-4.0,1
9730,0,1
9731,-2.0,1
9732,-4.0,1
9733,2.0,1
9734,-1.0,1
9735,-2.0,1
9736,-2.0,1
9737,2.0,1
9738,4.0,1
9739,-2.0,1
9740,-2.0,1
9741,-4.0,1
9742,-1.0,1
9743,-6.0,1
9744,-2.0,1
9745,0,1
9746,-1.0,1
9747,-2.0,1
9748,-2.0,1
9749,-4.0,1
9750,0,1
9751,-4.0,1
9752,-2.0,1
9753,2.0,1
9754,0,1
9755,0,1
9756,-2.0,1
9757,0,1
9758,-1.0,1
9759,-1.0,1
9760,-1.0,1
9761,0,1
9762,4.0,1
9763,-4.0,1
9764,-1.0,1
9765,-5.0,1
9766,-2.0,1
9767,-2.0,1
9768,-2.0,1
9769,-2.0,1
9770,-2.0,1
9771,-4.0,1
9772,-2.0,1
9773,-2.0,1
9774,-2.0,1
9775,-2.0,1
9776,-2.0,1
9777,0,1
9778,-3.0,1
9779,-3.0,1
9780,2.0,1
9781,-4.0,1
9782,-4.0,1
9783,-4.0,1
9784,-6.0,1
9785,2.0,1
9786,-2.0,1
9787,-1.0,1
9788,-1.0,1
9789,-6.0,1
9790,-2.0,1
9791,2.0,1
9792,0,1
9793,-3.0,1
9794,-4.0,1
9795,-2.0,1
9796,-1.0,1
9797,-1.0,1
9798,-7.0,1
9799,-2.0,1
9800,-3.0,1
9801,-2.0,1
9802,-4.0,1
9803,-2.0,1
9804,4.0,1
9805,-3.0,1
9806,-3.0,1
9807,-2.0,1
9808,-3.0,1
9809,-1.0,1
9810,2.0,1
9811,2.0,1
9812,-2.0,1
9813,-5.0,1
9814,-4.0,1
9815,4.0,1
9816,-4.0,1
9817,0,1
9818,-6.0,1
9819,-6.0,1
9820,-1.0,1
9821,-4.0,1
9822,-4.0,1
9823,4.0,1
9824,-1.0,1
9825,-2.0,1
9826,-5.0,1
9827,-2.0,1
9828,-2.0,1
9829,-2.0,1
9830,-1.0,1
9831,-3.0,1
9832,-3.0,1
9833,-6.0,1
9834,-7.0,1
9835,4.0,1
9836,-4.0,1
9837,0,1
9838,-2.0,1
9839,0,1
9840,4.0,1
9841,0,1
9842,-3.0,1
9843,-4.0,1
9844,4.0,1
9845,0,1
9846,-2.0,1
9847,-2.0,1
9848,0,1
9849,-2.0,1
9850,-2.0,1
9851,-4.0,1
9852,-4.0,1
9853,-2.0,1
9854,-2.0,1
9855,2.0,1
9856,-1.0,1
9857,-2.0,1
9858,-2.0,1
9859,-2.0,1
9860,0,1
9861,-4.0,1
9862,-4.0,1
9863,-1.0,1
9864,-4.0,1
9865,-3.0,1
9866,-3.0,1
9867,-2.0,1
9868,-4.0,1
9869,-1.0,1
9870,-1.0,1
9871,0,1
9872,-4.0,1
9873,-1.0,1
9874,4.0,1
9875,-2.0,1
9876,-4.0,1
9877,0,1
9878,0,1
9879,0,1
9880,-4.0,1
9881,-5.0,1
9882,2.0,1
9883,-6.0,1
9884,2.0,1
9885,-2.0,1
9886,-2.0,1
9887,0,1
9888,-1.0,1
9889,-2.0,1
9890,-2.0,1
9891,0,1
9892,-4.0,1
9893,-2.0,1
9894,-4.0,1
9895,2.0,1
9896,-4.0,1
9897,-6.0,1
9898,0,1
9899,4.0,1
9900,-3.0,1
9901,0,1
9902,0,1
9903,-1.0,1
9904,-4.0,1
9905,-4.0,1
9906,-3.0,1
9907,2.0,1
9908,-2.0,1
9909,0,1
9910,-2.0,1
9911,-3.0,1
9912,-2.0,1
9913,-4.0,1
9914,0,1
9915,-2.0,1
9916,-2.0,1
9917,0,1
9918,0,1
9919,0,1
9920,4.0,1
9921,-1.0,1
9922,-4.0,1
9923,-2.0,1
9924,-3.0,1
9925,0,1
9926,-1.0,1
9927,0,1
9928,-3.0,1
9929,-6.0,1
9930,-4.0,1
9931,0,1
9932,4.0,1
9933,-2.0,1
9934,0,1
9935,0,1
9936,4.0,1
9937,-4.0,1
9938,-2.0,1
9939,0,1
9940,-7.0,1
9941,-2.0,1
9942,-4.0,1
9943,4.0,1
9944,0,1
9945,0,1
9946,-3.0,1
9947,0,1
9948,-2.0,1
9949,-2.0,1
9950,-2.0,1
9951,0,1
9952,0,1
9953,-4.0,1
9954,-4.0,1
9955,-4.0,1
9956,0,1
9957,-4.0,1
9958,-4.0,1
9959,-2.0,1
9960,-2.0,1
9961,-4.0,1
9962,0,1
9963,-2.0,1
9964,-1.0,1
9965,-2.0,1
9966,-2.0,1
9967,-2.0,1
9968,-1.0,1
9969,0,1
9970,-1.0,1
9971,-2.0,1
9972,-6.0,1
9973,2.0,1
9974,-1.0,1
9975,-2.0,1
9976,-4.0,1
9977,2.0,1
9978,2.0,1
9979,-2.0,1
9980,-4.0,1
9981,-2.0,1
9982,-4.0,1
9983,-2.0,1
9984,-2.0,1
9985,-4.0,1
9986,4.0,1
9987,-3.0,1
9988,-4.0,1
9989,-3.0,1
9990,0,1
9991,-3.0,1
9992,0,1
9993,0,1
9994,-6.0,1
9995,-5.0,1
9996,-1.0,1
9997,-2.0,1
9998,-2.0,1
9999,0,1
10000,1.0,0
10001,0,0
10002,5.0,0
10003,0,0
10004,0,0
10005,4.0,0
10006,2.0,0
10007,2.0,0
10008,-2.0,0
10009,0,0
10010,2.0,0
10011,1.0,0
10012,4.0,0
10013,3.0,0
10014,-4.0,0
10015,-2.0,0
10016,2.0,0
10017,4.0,0
10018,6.0,0
10019,3.0,0
10020,4.0,0
10021,0,0
10022,0,0
10023,2.0,0
10024,0,0
10025,2.0,0
10026,2.0,0
10027,0,0
10028,4.0,0
10029,4.0,0
10030,-4.0,0
10031,-4.0,0
10032,-2.0,0
10033,1.0,0
10034,0,0
10035,4.0,0
10036,-2.0,0
10037,0,0
10038,3.0,0
10039,2.0,0
10040,4.0,0
10041,2.0,0
10042,-2.0,0
10043,3.0,0
10044,2.0,0
10045,0,0
10046,4.0,0
10047,-4.0,0
10048,1.0,0
10049,4.0,0
10050,-4.0,0
10051,2.0,0
10052,-4.0,0
10053,4.0,0
10054,2.0,0
10055,4.0,0
10056,0,0
10057,2.0,0
10058,1.0,0
10059,0,0
10060,0,0
10061,6.0,0
10062,-2.0,0
10063,2.0,0
10064,3.0,0
10065,4.0,0
10066,3.0,0
10067,4.0,0
10068,2.0,0
10069,-4.0,0
10070,7.0,0
10071,-2.0,0
10072,2.0,0
10073,3.0,0
10074,1.0,0
10075,7.0,0
10076,-2.0,0
10077,4.0,0
10078,-2.0,0
10079,0,0
10080,3.0,0
10081,2.0,0
10082,-4.0,0
10083,4.0,0
10084,0,0
10085,-4.0,0
10086,4.0,0
10087,3.0,0
10088,3.0,0
10089,-2.0,0
10090,2.0,0
10091,-4.0,0
10092,6.0,0
10093,0,0
10094,-4.0,0
10095,1.0,0
10096,-2.0,0
10097,0,0
10098,2.0,0
10099,0,0
10100,4.0,0
10101,-4.0,0
10102,0,0
10103,0,0
10104,2.0,0
10105,-4.0,0
10106,0,0
10107,4.0,0
10108,5.0,0
10109,2.0,0
10110,2.0,0
10111,6.0,0
10112,3.0,0
10113,-2.0,0
10114,0,0
10115,4.0,0
10116,4.0,0
10117,-4.0,0
10118,2.0,0
10119,0,0
10120,0,0
10121,3.0,0
10122,-4.0,0
10123,2.0,0
10124,0,0
10125,0,0
10126,-4.0,0
10127,-2.0,0
10128,5.0,0
10129,2.0,0
10130,6.0,0
10131,4.0,0
10132,1.0,0
10133,3.0,0
10134,2.0,0
10135,0,0
10136,3.0,0
10137,0,0
10138,-2.0,0
10139,2.0,0
10140,2.0,0
10141,2.0,0
10142,0,0
10143,0,0
10144,2.0,0
10145,-4.0,0
10146,0,0
10147,4.0,0
10148,0,0
10149,2.0,0
10150,4.0,0
10151,0,0
10152,3.0,0
10153,6.0,0
10154,-4.0,0
10155,0,0
10156,4.0,0
10157,0,0
10158,1.0,0
10159,3.0,0
10160,2.0,0
10161,2.0,0
10162,0,0
10163,-2.0,0
10164,0,0
10165,-2.0,0
10166,2.0,0
10167,-2.0,0
10168,4.0,0
10169,4.0,0
10170,1.0,0
10171,6.0,0
10172,3.0,0
10173,2.0,0
10174,-4.0,0
10175,2.0,0
10176,4.0,0
10177,0,0
10178,3.0,0
10179,0,0
10180,3.0,0
10181,2.0,0
10182,0,0
10183,2.0,0
10184,4.0,0
10185,2.0,0
10186,2.0,0
10187,0,0
10188,1.0,0
10189,2.0,0
10190,-2.0,0
10191,-2.0,0
10192,0,0
10193,7.0,0
10194,3.0,0
10195,1.0,0
10196,3.0,0
10197,0,0
10198,-2.0,0
10199,-4.0,0
10200,-2.0,0
10201,4.0,0
10202,0,0
10203,4.0,0
10204,2.0,0
10205,2.0,0
10206,2.0,0
10207,3.0,0
10208,1.0,0
10209,0,0
10210,2.0,0
10211,2.0,0
10212,3.0,0
10213,4.0,0
10214,-4.0,0
10215,4.0,0
10216,2.0,0
10217,5.0,0
10218,2.0,0
10219,3.0,0
10220,2.0,0
10221,2.0,0
10222,-4.0,0
10223,1.0,0
10224,2.0,0
10225,-4.0,0
10226,3.0,0
10227,6.0,0
10228,2.0,0
10229,-2.0,0
10230,0,0
10231,2.0,0
10232,1.0,0
10233,4.0,0
10234,0,0
10235,4.0,0
10236,-4.0,0
10237,3.0,0
10238,2.0,0
10239,-2.0,0
10240,3.0,0
10241,4.0,0
10242,4.0,0
10243,1.0,0
10244,5.0,0
10245,4.0,0
10246,1.0,0
10247,6.0,0
10248,-4.0,0
10249,2.0,0
10250,0,0
10251,2.0,0
10252,2.0,0
10253,3.0,0
10254,2.0,0
10255,-4.0,0
10256,1.0,0
10257,1.0,0
10258,4.0,0
10259,0,0
10260,0,0
10261,-2.0,0
10262,-4.0,0
10263,4.0,0
10264,4.0,0
10265,2.0,0
10266,6.0,0
10267,-2.0,0
10268,0,0
10269,2.0,0
10270,0,0
10271,2.0,0
10272,7.0,0
10273,4.0,0
10274,4.0,0
10275,2.0,0
10276,4.0,0
10277,2.0,0
10278,6.0,0
10279,-2.0,0
10280,5.0,0
10281,6.0,0
10282,-2.0,0
10283,3.0,0
10284,3.0,0
10285,2.0,0
10286,3.0,0
10287,2.0,0
10288,7.0,0
10289,2.0,0
10290,0,0
10291,0,0
10292,-2.0,0
10293,4.0,0
10294,1.0,0
10295,-4.0,0
10296,0,0
10297,4.0,0
10298,2.0,0
10299,2.0,0
10300,-2.0,0
10301,1.0,0
10302,2.0,0
10303,0,0
10304,2.0,0
10305,4.0,0
10306,2.0,0
10307,4.0,0
10308,0,0
10309,4.0,0
10310,0,0
10311,2.0,0
10312,0,0
10313,4.0,0
10314,3.0,0
10315,3.0,0
10316,-2.0,0
10317,0,0
10318,0,0
10319,4.0,0
10320,3.0,0
10321,6.0,0
10322,0,0
10323,0,0
10324,2.0,0
10325,0,0
10326,1.0,0
10327,4.0,0
10328,0,0
10329,-4.0,0
10330,4.0,0
10331,0,0
10332,4.0,0
10333,0,0
10334,2.0,0
10335,0,0
10336,1.0,0
10337,2.0,0
10338,0,0
10339,0,0
10340,1.0,0
10341,2.0,0
10342,0,0
10343,6.0,0
10344,7.0,0
10345,1.0,0
10346,0,0
10347,0,0
10348,0,0
10349,4.0,0
10350,4.0,0
10351,4.0,0
10352,-2.0,0
10353,2.0,0
10354,4.0,0
10355,-4.0,0
10356,-4.0,0
10357,3.0,0
10358,-4.0,0
10359,4.0,0
10360,3.0,0
10361,0,0
10362,-4.0,0
10363,0,0
10364,3.0,0
10365,0,0
10366,6.0,0
10367,2.0,0
10368,2.0,0
10369,2.0,0
10370,2.0,0
10371,0,0
10372,4.0,0
10373,4.0,0
10374,5.0,0
10375,1.0,0
10376,2.0,0
10377,2.0,0
10378,0,0
10379,2.0,0
10380,0,0
10381,0,0
10382,0,0
10383,2.0,0
10384,0,0
10385,4.0,0
10386,1.0,0
10387,3.0,0
10388,4.0,0
10389,0,0
10390,-4.0,0
10391,4.0,0
10392,7.0,0
10393,-2.0,0
10394,0,0
10395,1.0,0
10396,3.0,0
10397,0,0
10398,4.0,0
10399,2.0,0
10400,4.0,0
10401,2.0,0
10402,2.0,0
10403,-4.0,0
10404,-4.0,0
10405,4.0,0
10406,2.0,0
10407,2.0,0
10408,3.0,0
10409,5.0,0
10410,6.0,0
10411,-4.0,0
10412,0,0
10413,2.0,0
10414,3.0,0
10415,-2.0,0
10416,2.0,0
10417,2.0,0
10418,4.0,0
10419,-4.0,0
10420,7.0,0
10421,4.0,0
10422,4.0,0
10423,2.0,0
10424,4.0,0
10425,1.0,0
10426,2.0,0
10427,0,0
10428,1.0,0
10429,0,0
10430,1.0,0
10431,4.0,0
10432,6.0,0
10433,0,0
10434,0,0
10435,2.0,0
10436,-2.0,0
10437,-4.0,0
10438,4.0,0
10439,3.0,0
10440,0,0
10441,4.0,0
10442,1.0,0
10443,2.0,0
10444,0,0
10445,0,0
10446,7.0,0
10447,4.0,0
10448,0,0
10449,3.0,0
10450,6.0,0
10451,0,0
10452,3.0,0
10453,2.0,0
10454,2.0,0
10455,2.0,0
10456,0,0
10457,1.0,0
10458,5.0,0
10459,3.0,0
10460,4.0,0
10461,0,0
10462,2.0,0
10463,4.0,0
10464,-4.0,0
10465,3.0,0
10466,-4.0,0
10467,4.0,0
10468,0,0
10469,2.0,0
10470,3.0,0
10471,3.0,0
10472,0,0
10473,4.0,0
10474,0,0
10475,0,0
10476,2.0,0
10477,4.0,0
10478,0,0
10479,4.0,0
10480,0,0
10481,0,0
10482,0,0
10483,6.0,0
10484,-4.0,0
10485,4.0,0
10486,4.0,0
10487,2.0,0
10488,0,0
10489,3.0,0
10490,2.0,0
10491,0,0
10492,1.0,0
10493,-4.0,0
10494,1.0,0
10495,6.0,0
10496,0,0
10497,2.0,0
10498,0,0
10499,0,0
10500,0,0
10501,3.0,0
10502,2.0,0
10503,0,0
10504,2.0,0
10505,4.0,0
10506,2.0,0
10507,0,0
10508,3.0,0
10509,0,0
10510,4.0,0
10511,0,0
10512,3.0,0
10513,4.0,0
10514,4.0,0
10515,4.0,0
10516,4.0,0
10517,2.0,0
10518,2.0,0
10519,2.0,0
10520,1.0,0
10521,4.0,0
10522,-4.0,0
10523,2.0,0
10524,3.0,0
10525,2.0,0
10526,7.0,0
10527,5.0,0
10528,1.0,0
10529,4.0,0
10530,0,0
10531,0,0
10532,3.0,0
10533,1.0,0
10534,0,0
10535,4.0,0
10536,1.0,0
10537,2.0,0
10538,4.0,0
10539,2.0,0
10540,2.0,0
10541,2.0,0
10542,-2.0,0
10543,2.0,0
10544,4.0,0
10545,1.0,0
10546,0,0
10547,2.0,0
10548,1.0,0
10549,4.0,0
10550,2.0,0
10551,0,0
10552,2.0,0
10553,1.0,0
10554,4.0,0
10555,0,0
10556,1.0,0
10557,6.0,0
10558,-2.0,0
10559,5.0,0
10560,1.0,0
10561,0,0
10562,-4.0,0
10563,2.0,0
10564,0,0
10565,-2.0,0
10566,4.0,0
10567,2.0,0
10568,3.0,0
10569,0,0
10570,0,0
10571,0,0
10572,-2.0,0
10573,-4.0,0
10574,0,0
10575,2.0,0
10576,2.0,0
10577,2.0,0
10578,4.0,0
10579,0,0
10580,2.0,0
10581,-2.0,0
10582,2.0,0
10583,0,0
10584,6.0,0
10585,2.0,0
10586,1.0,0
10587,3.0,0
10588,0,0
10589,3.0,0
10590,4.0,0
10591,4.0,0
10592,-4.0,0
10593,2.0,0
10594,3.0,0
10595,0,0
10596,0,0
10597,2.0,0
10598,3.0,0
10599,-2.0,0
10600,0,0
10601,4.0,0
10602,2.0,0
10603,4.0,0
10604,4.0,0
10605,2.0,0
10606,2.0,0
10607,2.0,0
10608,2.0,0
10609,4.0,0
10610,4.0,0
10611,0,0
10612,4.0,0
10613,4.0,0
10614,2.0,0
10615,2.0,0
10616,0,0
10617,0,0
10618,-4.0,0
10619,-2.0,0
10620,4.0,0
10621,2.0,0
10622,2.0,0
10623,0,0
10624,0,0
10625,-4.0,0
10626,0,0
10627,2.0,0
10628,4.0,0
10629,4.0,0
10630,3.0,0
10631,1.0,0
10632,-4.0,0
10633,2.0,0
10634,-4.0,0
10635,2.0,0
10636,2.0,0
10637,-4.0,0
10638,1.0,0
10639,-2.0,0
10640,1.0,0
10641,2.0,0
10642,0,0
10643,2.0,0
10644,-4.0,0
10645,0,0
10646,-2.0,0
10647,0,0
10648,3.0,0
10649,2.0,0
10650,0,0
10651,4.0,0
10652,0,0
10653,-4.0,0
10654,3.0,0
10655,4.0,0
10656,-2.0,0
10657,2.0,0
10658,5.0,0
10659,-2.0,0
10660,4.0,0
10661,4.0,0
10662,2.0,0
10663,0,0
10664,-4.0,0
10665,2.0,0
10666,4.0,0
10667,2.0,0
10668,0,0
10669,2.0,0
10670,3.0,0
10671,0,0
10672,4.0,0
10673,2.0,0
10674,-2.0,0
10675,4.0,0
10676,4.0,0
10677,0,0
10678,4.0,0
10679,5.0,0
10680,3.0,0
10681,4.0,0
10682,2.0,0
10683,2.0,0
10684,0,0
10685,4.0,0
10686,2.0,0
10687,7.0,0
10688,-2.0,0
10689,2.0,0
10690,0,0
10691,0,0
10692,5.0,0
10693,2.0,0
10694,4.0,0
10695,4.0,0
10696,0,0
10697,-2.0,0
10698,7.0,0
10699,6.0,0
10700,0,0
10701,4.0,0
10702,0,0
10703,2.0,0
10704,1.0,0
10705,6.0,0
10706,2.0,0
10707,1.0,0
10708,2.0,0
10709,0,0
10710,-2.0,0
10711,2.0,0
10712,2.0,0
10713,6.0,0
10714,-2.0,0
10715,-2.0,0
10716,-4.0,0
10717,0,0
10718,4.0,0
10719,0,0
10720,5.0,0
10721,-2.0,0
10722,2.0,0
10723,6.0,0
10724,-2.0,0
10725,0,0
10726,2.0,0
10727,3.0,0
10728,4.0,0
10729,4.0,0
10730,0,0
10731,4.0,0
10732,4.0,0
10733,2.0,0
10734,0,0
10735,1.0,0
10736,1.0,0
10737,3.0,0
10738,2.0,0
10739,0,0
10740,4.0,0
10741,4.0,0
10742,-4.0,0
10743,2.0,0
10744,2.0,0
10745,2.0,0
10746,6.0,0
10747,2.0,0
10748,4.0,0
10749,-4.0,0
10750,0,0
10751,4.0,0
10752,6.0,0
10753,6.0,0
10754,0,0
10755,4.0,0
10756,2.0,0
10757,2.0,0
10758,6.0,0
10759,0,0
10760,4.0,0
10761,4.0,0
10762,3.0,0
10763,2.0,0
10764,-2.0,0
10765,0,0
10766,0,0
10767,-2.0,0
10768,-2.0,0
10769,4.0,0
10770,3.0,0
10771,7.0,0
10772,4.0,0
10773,0,0
10774,1.0,0
10775,-2.0,0
10776,1.0,0
10777,4.0,0
10778,7.0,0
10779,2.0,0
10780,4.0,0
10781,2.0,0
10782,2.0,0
10783,-2.0,0
10784,1.0,0
10785,2.0,0
10786,2.0,0
10787,2.0,0
10788,5.0,0
10789,0,0
10790,0,0
10791,4.0,0
10792,0,0
10793,2.0,0
10794,-2.0,0
10795,0,0
10796,4.0,0
10797,5.0,0
10798,1.0,0
10799,4.0,0
10800,-4.0,0
10801,2.0,0
10802,6.0,0
10803,0,0
10804,2.0,0
10805,2.0,0
10806,4.0,0
10807,2.0,0
10808,2.0,0
10809,2.0,0
10810,2.0,0
10811,4.0,0
10812,0,0
10813,2.0,0
10814,0,0
10815,7.0,0
10816,0,0
10817,6.0,0
10818,-4.0,0
10819,4.0,0
10820,-4.0,0
10821,0,0
10822,4.0,0
10823,2.0,0
10824,0,0
10825,4.0,0
10826,4.0,0
10827,4.0,0
10828,4.0,0
10829,0,0
10830,-4.0,0
10831,0,0
10832,3.0,0
10833,4.0,0
10834,0,0
10835,2.0,0
10836,1.0,0
10837,2.0,0
10838,4.0,0
10839,2.0,0
10840,2.0,0
10841,-2.0,0
10842,3.0,0
10843,4.0,0
10844,6.0,0
10845,2.0,0
10846,1.0,0
10847,0,0
10848,2.0,0
10849,-2.0,0
10850,3.0,0
10851,-2.0,0
10852,4.0,0
10853,4.0,0
10854,2.0,0
10855,5.0,0
10856,-4.0,0
10857,2.0,0
10858,2.0,0
10859,2.0,0
10860,2.0,0
10861,4.0,0
10862,-2.0,0
10863,-2.0,0
10864,4.0,0
10865,2.0,0
10866,0,0
10867,7.0,0
10868,0,0
10869,2.0,0
10870,4.0,0
10871,2.0,0
10872,0,0
10873,-4.0,0
10874,6.0,0
10875,-2.0,0
10876,0,0
10877,4.0,0
10878,0,0
10879,2.0,0
10880,-4.0,0
10881,1.0,0
10882,2.0,0
10883,2.0,0
10884,2.0,0
10885,6.0,0
10886,4.0,0
10887,4.0,0
10888,0,0
10889,0,0
10890,2.0,0
10891,4.0,0
10892,2.0,0
10893,-4.0,0
10894,-4.0,0
10895,0,0
10896,4.0,0
10897,0,0
10898,4.0,0
10899,-4.0,0
10900,4.0,0
10901,2.0,0
10902,0,0
10903,2.0,0
10904,0,0
10905,4.0,0
10906,0,0
10907,1.0,0
10908,4.0,0
10909,2.0,0
10910,4.0,0
10911,4.0,0
10912,7.0,0
10913,2.0,0
10914,4.0,0
10915,-2.0,0
10916,-4.0,0
10917,4.0,0
10918,-2.0,0
10919,2.0,0
10920,-2.0,0
10921,4.0,0
10922,0,0
10923,3.0,0
10924,4.0,0
10925,2.0,0
10926,2.0,0
10927,0,0
10928,4.0,0
10929,-2.0,0
10930,2.0,0
10931,1.0,0
10932,0,0
10933,2.0,0
10934,4.0,0
10935,6.0,0
10936,4.0,0
10937,4.0,0
10938,0,0
10939,-2.0,0
10940,6.0,0
10941,0,0
10942,0,0
10943,2.0,0
10944,4.0,0
10945,-2.0,0
10946,-4.0,0
10947,-4.0,0
10948,1.0,0
10949,0,0
10950,0,0
10951,4.0,0
10952,4.0,0
10953,3.0,0
10954,-2.0,0
10955,3.0,0
10956,2.0,0
10957,0,0
10958,2.0,0
10959,3.0,0
10960,2.0,0
10961,0,0
10962,3.0,0
10963,1.0,0
10964,-2.0,0
10965,2.0,0
10966,2.0,0
10967,4.0,0
10968,-2.0,0
10969,2.0,0
10970,0,0
10971,4.0,0
10972,6.0,0
10973,3.0,0
10974,4.0,0
10975,-2.0,0
10976,0,0
10977,-2.0,0
10978,4.0,0
10979,2.0,0
10980,2.0,0
10981,0,0
10982,4.0,0
10983,2.0,0
10984,2.0,0
10985,-4.0,0
10986,4.0,0
10987,1.0,0
10988,-2.0,0
10989,2.0,0
10990,1.0,0
10991,4.0,0
10992,-4.0,0
10993,4.0,0
10994,0,0
10995,3.0,0
10996,2.0,0
10997,0,0
10998,3.0,0
10999,7.0,0
11000,-3.0,1
11001,0,1
11002,-7.0,1
11003,0,1
11004,-2.0,1
11005,-4.0,1
11006,-6.0,1
11007,0,1
11008,-2.0,1
11009,0,1
11010,-4.0,1
11011,0,1
11012,2.0,1
11013,-2.0,1
11014,-2.0,1
11015,-4.0,1
11016,-3.0,1
11017,0,1
11018,-2.0,1
11019,4.0,1
11020,-2.0,1
11021,4.0,1
11022,-5.0,1
11023,-6.0,1
11024,0,1
11025,2.0,1
11026,-2.0,1
11027,-2.0,1
11028,-2.0,1
11029,0,1
11030,2.0,1
11031,0,1
11032,-6.0,1
11033,-2.0,1
11034,2.0,1
11035,0,1
11036,0,1
11037,-3.0,1
11038,-4.0,1
11039,-4.0,1
11040,0,1
11041,4.0,1
11042,-4.0,1
11043,-3.0,1
11044,2.0,1
11045,-2.0,1
11046,-4.0,1
11047,-1.0,1
11048,-2.0,1
11049,-5.0,1
11050,-2.0,1
11051,-3.0,1
11052,0,1
11053,-4.0,1
11054,-5.0,1
11055,0,1
11056,-7.0,1
11057,-2.0,1
11058,-2.0,1
11059,0,1
11060,-3.0,1
11061,-2.0,1
11062,-1.0,1
11063,-1.0,1
11064,0,1
11065,-1.0,1
11066,-3.0,1
11067,-4.0,1
11068,-1.0,1
11069,-4.0,1
11070,-2.0,1
11071,0,1
11072,-3.0,1
11073,2.0,1
11074,-2.0,1
11075,-4.0,1
11076,-4.0,1
11077,-3.0,1
11078,-6.0,1
11079,0,1
11080,-2.0,1
11081,-2.0,1
11082,-4.0,1
11083,-2.0,1
11084,-2.0,1
11085,0,1
11086,0,1
11087,0,1
11088,-3.0,1
11089,-2.0,1
11090,0,1
11091,0,1
11092,-4.0,1
11093,0,1
11094,-3.0,1
11095,0,1
11096,-3.0,1
11097,0,1
11098,-4.0,1
11099,-3.0,1
11100,-2.0,1
11101,0,1
11102,-2.0,1
11103,-3.0,1
11104,4.0,1
